,highway,direction,segment_index,accidents,ps,lcv,hv,mc,angle,startwidth,endwidth,startlanes,endlanes,geom
108,D1_1,-,108,0,42412,3752,7020,302,-0.34997777426042376,11.0,11.0,3,3,"LINESTRING(14.564816945934671 50.00523502200905,14.564902266101111 50.00520736517027,14.56494198926526 50.005195103647345)"
109,D1_1,-,109,0,42412,3752,7020,302,0.9838927947494318,11.0,11.0,3,3,"LINESTRING(14.56494198926526 50.005195103647345,14.56497401109097 50.00518521931578,14.565066786978143 50.00515486938331)"
110,D1_1,-,110,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.565066786978143 50.00515486938331,14.565191222795555 50.00511416230744)"
111,D1_1,-,111,0,42412,3752,7020,302,0.0,11.0,11.0,3,3,"LINESTRING(14.565191222795555 50.00511416230744,14.565315658403415 50.005073455097296)"
112,D1_1,-,112,0,35547,4599,6925,178,0.30577009492540785,11.0,11.0,3,3,"LINESTRING(14.565315658403415 50.005073455097296,14.56542029111092 50.0050392259468,14.565439745625513 50.00503232342851)"
113,D1_1,-,113,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.565439745625513 50.00503232342851,14.5655619929536 50.00498894960112)"
114,D1_1,-,114,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.5655619929536 50.00498894960112,14.565684240062252 50.00494557564403)"
115,D1_1,-,115,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.565684240062252 50.00494557564403,14.565806486951466 50.00490220155725)"
116,D1_1,-,116,0,35547,4599,6925,178,0.11552871163248887,11.0,11.0,3,3,"LINESTRING(14.565806486951466 50.00490220155725,14.565850693322295 50.004886516763754,14.565928597535727 50.0048586686117)"
117,D1_1,-,117,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.565928597535727 50.0048586686117,14.566050630813493 50.004815045623936)"
118,D1_1,-,118,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.566050630813493 50.004815045623936,14.566172663870935 50.00477142250693)"
119,D1_1,-,119,0,35547,4599,6925,178,1.4595293531280358,11.0,11.0,3,3,"LINESTRING(14.566172663870935 50.00477142250693,14.566187743545553 50.00476603196615,14.566292927645353 50.0047258121734)"
120,D1_1,-,120,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.566292927645353 50.0047258121734,14.566412941766549 50.00467992154886)"
121,D1_1,-,121,0,35547,4599,6925,178,-0.02081340828476641,11.0,11.0,3,3,"LINESTRING(14.566412941766549 50.00467992154886,14.566523651067312 50.00463758868427,14.566532981422627 50.00463405893689)"
122,D1_1,-,122,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.566532981422627 50.00463405893689,14.566653327386947 50.004588530990574)"
